User_Id,Age,Gender,City,Account_age_Months,Subscription_Type,Payment_Method,Monthly_Subscription_Fee,Plan_Duration,Auto_Renewal,Daily_Listening_Minutes,Songs_Playes_Per_Day,Weekly_Apps_Opens,Playlists_Created,Podcasts_Listened,Skip_Rate,Offline_Downloads,Last_Login_Days_Ago,Device_Type,App_Rating,Customer_Support_Tickets,Ads_Clicked,Recommendation_Usage,Lifetime_Revenue,Avg_Monthly_Spend,Churn
378,41,Male,Chennai,4,Active,Credit/Debit Card,3,Monthly,No,270,74,1,17,4,15,13,30,Desktop,1,0,8,No,367,6,No
379,28,Female,Pune,26,Active,UPI,15,Quarterly,Yes,24,79,8,0,10,34,30,30,Mobile,4,1,13,Yes,475,13,Yes
380,49,Female,Hyderabad,40,Active,Net Banking,10,Quarterly,No,271,27,27,13,1,36,8,15,Mobile,4,2,14,Yes,479,11,Yes
381,55,Female,Kolkata,50,Cancelled,Credit/Debit Card,9,Monthly,No,32,17,10,1,4,5,21,9,Mobile,2,4,9,No,460,4,Yes
382,26,Female,Bangalore,19,Active,Net Banking,1,Quarterly,Yes,154,61,25,8,9,16,12,5,Mobile,4,5,4,Yes,64,15,Yes
383,32,Male,Hyderabad,22,Active,Net Banking,0,Yearly,Yes,272,54,27,3,0,13,39,3,Mobile,2,4,13,Yes,448,0,Yes
384,28,Male,Mumbai,20,Active,UPI,10,Monthly,No,52,5,30,7,5,43,32,26,Mobile,2,3,11,Yes,286,13,No
385,31,Female,Kolkata,36,Cancelled,Credit/Debit Card,4,Monthly,Yes,285,77,30,13,8,19,17,11,Mobile,4,3,6,No,226,7,No
386,37,Female,Mumbai,2,Active,UPI,0,Monthly,No,156,56,6,18,9,23,26,27,Mobile,3,0,3,No,262,8,Yes
387,35,Female,Bangalore,25,Active,Net Banking,13,Quarterly,Yes,201,48,31,13,5,16,9,19,Mobile,5,0,14,No,415,10,No
388,48,Male,Pune,21,Cancelled,Net Banking,11,Monthly,Yes,184,58,33,20,2,40,0,20,Mobile,2,5,6,Yes,297,13,No
389,48,Female,Kolkata,4,Cancelled,Credit/Debit Card,10,Monthly,No,294,70,35,15,9,10,14,16,Desktop,2,1,4,No,243,13,No
390,18,Female,Kolkata,58,Cancelled,UPI,4,Monthly,Yes,171,12,26,20,6,23,47,28,Mobile,3,5,0,No,136,11,No
391,29,Male,Pune,20,Active,Net Banking,6,Yearly,No,84,11,12,7,3,44,50,25,Tablet,1,1,15,Yes,1,12,Yes
392,29,Female,Ahmedabad,26,Cancelled,UPI,14,Monthly,Yes,186,10,10,5,10,36,17,30,Mobile,3,2,9,Yes,391,13,No
393,38,Female,Pune,22,Active,Credit/Debit Card,0,Monthly,Yes,291,54,29,2,7,7,34,14,Mobile,5,5,6,Yes,30,7,Yes
394,53,Female,Chennai,41,Cancelled,Credit/Debit Card,11,Monthly,No,14,42,31,2,1,45,44,27,Mobile,2,0,11,Yes,267,4,No
395,41,Female,Mumbai,57,Active,Net Banking,6,Monthly,No,76,59,6,5,7,21,3,19,Tablet,3,1,0,No,136,3,No
396,36,Female,Chennai,3,Cancelled,Credit/Debit Card,11,Yearly,Yes,182,65,9,10,6,9,49,24,Mobile,4,1,5,No,266,10,No
397,21,Female,Kolkata,30,Cancelled,UPI,10,Monthly,Yes,274,25,32,14,1,37,15,25,Mobile,4,2,6,No,186,11,No
398,49,Female,Mumbai,39,Cancelled,Credit/Debit Card,6,Quarterly,Yes,141,9,18,13,8,19,34,11,Mobile,5,4,14,Yes,320,4,No
399,26,Male,Mumbai,56,Cancelled,Credit/Debit Card,5,Quarterly,No,291,12,1,2,7,30,15,1,Mobile,3,1,11,Yes,245,1,No
400,31,Female,Chennai,21,Active,Credit/Debit Card,0,Monthly,No,95,40,18,6,2,25,28,13,Mobile,3,3,3,Yes,381,14,Yes
401,50,Female,Bangalore,28,Active,UPI,7,Monthly,No,143,21,17,11,4,27,15,29,Mobile,5,0,3,No,429,0,Yes
402,51,Male,Bangalore,26,Active,Net Banking,9,Monthly,Yes,10,50,9,7,5,5,29,16,Mobile,4,5,6,No,104,15,Yes
403,56,Female,Pune,50,Active,Credit/Debit Card,2,Monthly,Yes,90,73,32,6,3,17,16,14,Mobile,4,3,12,No,290,0,No
404,33,Male,Ahmedabad,24,Cancelled,UPI,7,Yearly,No,285,59,38,20,0,32,43,30,Desktop,5,2,7,No,317,10,No
405,59,Male,Mumbai,34,Cancelled,Credit/Debit Card,4,Monthly,Yes,51,47,38,1,1,6,16,24,Mobile,3,2,0,Yes,225,11,No
406,51,Female,Ahmedabad,22,Active,Credit/Debit Card,14,Monthly,No,76,30,18,3,6,30,45,22,Mobile,1,0,11,No,257,8,No
407,32,Female,Pune,42,Active,UPI,4,Quarterly,Yes,213,29,39,5,5,27,36,24,Desktop,3,4,11,No,124,6,No
408,27,Female,Bangalore,50,Cancelled,UPI,1,Monthly,No,180,68,25,3,8,33,9,13,Mobile,4,5,15,No,335,2,No
409,48,Female,Mumbai,37,Active,Credit/Debit Card,10,Yearly,Yes,26,24,5,10,6,52,4,23,Mobile,4,4,4,Yes,477,10,No
410,19,Female,Chennai,49,Active,Net Banking,1,Yearly,Yes,145,36,30,5,4,10,22,22,Mobile,5,2,13,No,104,0,Yes
411,32,Female,Kolkata,3,Active,Credit/Debit Card,9,Yearly,Yes,180,48,5,5,9,20,28,19,Desktop,2,4,10,No,410,6,Yes
412,43,Male,Hyderabad,8,Cancelled,UPI,11,Quarterly,Yes,229,25,1,2,1,28,36,2,Mobile,3,0,6,Yes,487,6,Yes
413,54,Male,Chennai,44,Active,Net Banking,4,Monthly,Yes,86,11,31,11,4,41,34,5,Mobile,4,4,12,Yes,448,11,No
414,51,Male,Bangalore,58,Active,Credit/Debit Card,6,Monthly,No,175,25,22,19,0,41,4,17,Desktop,2,3,9,Yes,137,5,No
415,51,Female,Kolkata,53,Active,UPI,2,Monthly,Yes,187,69,30,3,3,12,33,23,Mobile,1,4,13,Yes,490,6,No
416,29,Female,Pune,23,Active,Credit/Debit Card,3,Monthly,Yes,127,46,2,2,9,50,2,19,Mobile,5,1,1,No,332,9,No
417,57,Male,Mumbai,21,Active,UPI,14,Quarterly,No,281,60,27,0,4,40,20,2,Mobile,3,3,7,Yes,381,14,No
418,57,Male,Bangalore,53,Active,Net Banking,9,Monthly,No,73,10,12,11,5,10,49,14,Mobile,2,5,1,No,82,7,No
419,60,Female,Hyderabad,49,Active,Credit/Debit Card,14,Yearly,No,24,39,34,6,7,21,43,0,Mobile,4,1,4,No,488,1,Yes
420,41,Male,Hyderabad,7,Active,UPI,11,Monthly,Yes,29,49,11,6,6,18,45,22,Mobile,2,3,9,Yes,241,13,No
421,27,Male,Mumbai,20,Active,UPI,10,Monthly,No,172,35,32,10,2,32,8,15,Mobile,2,4,9,Yes,300,15,No
422,29,Female,Pune,14,Cancelled,UPI,12,Quarterly,No,290,70,32,2,6,24,27,29,Desktop,1,0,8,Yes,48,8,No
423,54,Male,Hyderabad,16,Active,Credit/Debit Card,14,Monthly,Yes,259,71,32,17,0,20,50,14,Mobile,2,2,2,Yes,258,9,No
424,56,Female,Hyderabad,59,Active,Credit/Debit Card,7,Monthly,Yes,117,52,2,20,3,15,29,19,Tablet,1,2,5,No,292,6,No
425,52,Male,Bangalore,13,Active,UPI,12,Quarterly,No,15,50,22,16,9,24,30,20,Mobile,1,1,4,Yes,150,11,Yes
426,31,Male,Kolkata,33,Active,UPI,7,Quarterly,No,288,33,12,8,10,9,39,19,Mobile,1,0,14,No,330,13,Yes
427,49,Female,Hyderabad,47,Active,UPI,11,Monthly,Yes,120,15,29,16,8,34,36,14,Mobile,2,5,6,No,70,6,Yes
428,54,Male,Mumbai,5,Active,Net Banking,13,Quarterly,No,199,68,5,14,3,56,0,30,Mobile,5,0,9,No,360,9,Yes
429,43,Male,Mumbai,43,Active,UPI,10,Quarterly,Yes,34,73,26,17,9,36,29,15,Mobile,3,5,14,No,185,9,Yes
430,21,Male,Mumbai,28,Active,UPI,10,Monthly,Yes,187,65,31,3,8,21,32,16,Mobile,4,5,2,Yes,165,14,No
431,51,Male,Ahmedabad,22,Active,Net Banking,12,Quarterly,No,48,74,1,11,1,10,1,12,Tablet,4,3,1,Yes,469,5,No
432,22,Male,Kolkata,50,Cancelled,Credit/Debit Card,6,Yearly,No,203,42,14,18,7,30,26,25,Mobile,2,1,3,No,179,7,Yes
433,44,Male,Ahmedabad,37,Cancelled,Credit/Debit Card,5,Yearly,No,96,10,22,14,0,22,34,2,Mobile,1,4,4,No,457,13,No
434,30,Male,Hyderabad,58,Active,UPI,13,Monthly,No,14,75,18,4,8,27,20,17,Mobile,1,2,3,Yes,467,12,No
435,23,Female,Pune,53,Active,Net Banking,7,Quarterly,No,243,64,18,19,10,11,6,10,Mobile,3,1,7,Yes,434,5,No
436,56,Male,Ahmedabad,4,Active,UPI,0,Monthly,No,60,32,39,18,5,46,9,5,Tablet,3,1,7,No,329,0,Yes
437,18,Female,Bangalore,23,Active,UPI,11,Monthly,No,251,28,9,10,5,27,24,3,Desktop,1,5,13,No,192,14,No
438,51,Male,Kolkata,16,Active,Net Banking,8,Monthly,Yes,145,38,32,10,7,24,24,21,Mobile,2,5,12,Yes,439,15,No
439,43,Female,Pune,36,Active,Credit/Debit Card,8,Monthly,Yes,216,42,40,19,4,8,29,17,Mobile,5,4,14,Yes,99,15,No
440,50,Male,Mumbai,44,Active,UPI,4,Quarterly,No,130,58,24,2,10,7,39,25,Mobile,1,4,10,Yes,163,4,Yes
441,46,Male,Hyderabad,44,Active,UPI,8,Quarterly,Yes,217,56,21,3,5,43,20,29,Mobile,5,4,8,No,382,8,No
442,37,Male,Bangalore,55,Active,Credit/Debit Card,15,Quarterly,Yes,296,64,33,9,5,36,20,9,Desktop,5,4,8,No,424,10,No
443,33,Male,Kolkata,40,Cancelled,UPI,7,Monthly,Yes,206,11,24,5,2,60,8,17,Tablet,3,2,13,Yes,227,1,Yes
444,27,Male,Ahmedabad,42,Active,Net Banking,6,Yearly,Yes,208,26,25,12,3,58,27,3,Tablet,3,2,7,Yes,486,3,Yes
445,51,Female,Chennai,28,Active,Net Banking,6,Monthly,No,160,53,17,0,4,33,34,11,Mobile,2,4,2,No,444,13,Yes
446,35,Male,Hyderabad,51,Active,Net Banking,9,Yearly,Yes,278,79,30,14,4,18,8,14,Mobile,5,5,0,Yes,311,6,Yes
447,35,Female,Pune,12,Active,Credit/Debit Card,10,Quarterly,Yes,45,70,38,18,4,29,31,24,Mobile,3,1,5,Yes,150,14,Yes
448,26,Female,Ahmedabad,58,Active,Net Banking,15,Yearly,No,283,13,33,15,9,37,46,12,Desktop,5,0,0,Yes,143,14,Yes
449,45,Female,Bangalore,5,Cancelled,Net Banking,5,Monthly,No,264,16,11,6,1,58,37,26,Tablet,3,2,9,Yes,268,0,No
450,42,Female,Hyderabad,24,Active,UPI,7,Quarterly,Yes,205,63,6,13,3,24,6,23,Tablet,5,4,1,No,415,3,No
451,47,Female,Bangalore,39,Active,UPI,9,Yearly,No,58,50,11,16,6,57,10,21,Mobile,1,3,8,Yes,317,9,Yes
452,25,Male,Kolkata,9,Cancelled,UPI,7,Yearly,No,234,52,8,0,6,5,38,15,Desktop,5,2,6,No,263,14,Yes
453,52,Male,Pune,29,Active,Net Banking,15,Monthly,No,152,76,12,19,4,54,30,4,Desktop,5,3,5,Yes,236,4,Yes
454,46,Female,Kolkata,5,Active,UPI,1,Monthly,Yes,142,59,40,9,1,10,43,17,Mobile,5,2,8,Yes,188,4,No
455,23,Female,Pune,51,Active,UPI,4,Monthly,No,80,31,19,5,0,33,16,14,Desktop,4,0,7,No,308,14,Yes
456,44,Female,Mumbai,18,Cancelled,Credit/Debit Card,13,Quarterly,No,42,30,37,20,5,25,49,6,Mobile,2,3,14,Yes,493,10,Yes
457,40,Female,Mumbai,2,Active,Net Banking,0,Monthly,Yes,211,12,36,16,5,33,21,13,Mobile,2,3,3,No,253,13,No
458,57,Female,Bangalore,12,Active,UPI,15,Quarterly,No,228,60,6,10,1,26,33,4,Mobile,1,3,7,Yes,364,6,No
459,42,Male,Ahmedabad,6,Active,Net Banking,8,Quarterly,Yes,207,52,2,5,3,17,30,28,Mobile,3,4,14,Yes,411,10,Yes
460,34,Male,Bangalore,26,Cancelled,Net Banking,11,Yearly,Yes,264,8,39,11,5,51,49,17,Desktop,5,2,12,No,349,0,Yes
461,41,Female,Pune,32,Active,UPI,12,Monthly,Yes,161,15,12,16,9,30,50,2,Tablet,1,1,15,No,209,6,Yes
462,49,Female,Hyderabad,5,Active,Credit/Debit Card,13,Yearly,Yes,23,66,39,8,4,16,28,4,Mobile,3,1,8,No,53,8,No
463,51,Female,Bangalore,45,Cancelled,UPI,5,Monthly,Yes,217,60,12,17,5,50,47,26,Mobile,1,3,2,No,216,9,Yes
464,40,Male,Mumbai,49,Active,Credit/Debit Card,8,Monthly,Yes,226,36,3,13,7,20,7,27,Tablet,1,4,5,Yes,262,3,No
465,54,Female,Bangalore,3,Active,Credit/Debit Card,9,Monthly,Yes,293,58,22,2,6,22,30,15,Mobile,5,2,0,No,480,8,Yes
466,56,Female,Ahmedabad,20,Active,UPI,15,Monthly,Yes,149,70,19,9,8,25,38,22,Mobile,4,5,3,Yes,376,6,Yes
467,41,Male,Chennai,17,Active,UPI,3,Monthly,No,62,5,14,11,7,35,33,6,Desktop,2,3,1,Yes,327,0,Yes
468,23,Male,Pune,41,Active,UPI,10,Monthly,No,206,36,15,6,6,54,12,23,Mobile,1,3,13,No,34,5,No
469,50,Male,Kolkata,18,Active,UPI,2,Monthly,Yes,277,37,17,0,10,59,27,5,Mobile,3,5,0,Yes,461,11,No
470,26,Male,Pune,42,Active,UPI,11,Monthly,No,73,42,33,5,0,28,27,10,Mobile,1,3,7,Yes,178,3,No
471,37,Male,Chennai,41,Active,Credit/Debit Card,10,Yearly,Yes,225,79,1,9,4,58,23,30,Mobile,2,1,11,Yes,91,3,Yes
472,41,Male,Kolkata,44,Active,Credit/Debit Card,9,Monthly,No,52,53,9,4,4,28,38,14,Desktop,3,0,7,No,180,6,Yes
473,23,Female,Pune,47,Active,UPI,4,Quarterly,Yes,95,72,29,10,7,21,26,16,Mobile,2,5,12,No,165,8,Yes
474,52,Male,Bangalore,44,Active,UPI,6,Yearly,Yes,30,61,16,19,7,54,35,26,Desktop,3,2,5,Yes,294,7,Yes
475,36,Male,Mumbai,23,Cancelled,UPI,5,Monthly,Yes,211,58,6,10,0,51,33,14,Desktop,4,1,10,Yes,320,5,Yes
476,33,Male,Ahmedabad,51,Active,UPI,11,Monthly,Yes,13,54,6,11,4,12,34,6,Desktop,3,5,6,No,165,0,Yes
477,37,Female,Chennai,6,Active,Credit/Debit Card,5,Yearly,Yes,34,10,18,19,6,47,32,2,Mobile,1,0,12,No,146,10,No
478,53,Female,Ahmedabad,28,Active,UPI,11,Monthly,No,251,19,12,2,3,11,29,19,Desktop,3,3,5,Yes,152,6,No
479,32,Female,Ahmedabad,14,Active,UPI,8,Monthly,No,271,59,22,20,7,36,23,17,Desktop,4,0,12,No,225,11,No
480,60,Female,Bangalore,57,Active,Credit/Debit Card,7,Yearly,Yes,51,43,34,15,5,51,3,28,Desktop,2,2,11,Yes,173,15,No
481,40,Female,Chennai,7,Active,UPI,3,Monthly,No,286,25,4,10,4,56,2,16,Mobile,2,4,0,Yes,307,11,No
482,58,Male,Pune,11,Active,UPI,8,Monthly,Yes,161,48,28,20,8,34,26,9,Mobile,5,4,11,No,128,0,No
483,51,Male,Chennai,19,Active,UPI,12,Yearly,Yes,181,66,1,15,1,35,9,8,Tablet,3,4,3,No,430,6,Yes
484,24,Female,Mumbai,44,Active,UPI,4,Quarterly,Yes,7,35,9,11,8,52,0,21,Mobile,5,2,14,No,46,7,No
485,38,Female,Chennai,18,Active,UPI,7,Monthly,Yes,129,62,36,16,6,26,9,29,Mobile,5,3,6,No,220,8,No
486,19,Female,Hyderabad,32,Active,UPI,15,Monthly,No,246,61,2,20,9,10,3,2,Mobile,4,1,6,No,243,8,No
487,38,Female,Bangalore,43,Cancelled,Credit/Debit Card,14,Monthly,No,35,8,1,18,4,19,46,4,Mobile,3,3,6,Yes,414,15,Yes
488,44,Male,Bangalore,32,Active,Net Banking,4,Monthly,Yes,170,43,24,6,9,14,26,3,Desktop,3,5,4,Yes,224,7,No
489,52,Female,Mumbai,49,Cancelled,UPI,15,Monthly,Yes,176,78,23,14,10,14,47,6,Desktop,1,1,5,No,26,0,Yes
490,50,Male,Chennai,48,Active,UPI,12,Quarterly,Yes,192,15,20,20,9,32,45,8,Mobile,5,1,15,No,472,4,Yes
491,59,Male,Pune,59,Active,UPI,4,Monthly,Yes,250,27,7,3,1,10,21,27,Tablet,2,4,4,Yes,338,2,No
492,31,Female,Mumbai,32,Active,UPI,9,Yearly,No,34,26,15,19,5,25,44,21,Desktop,1,2,6,Yes,493,15,No
493,44,Male,Ahmedabad,59,Active,Credit/Debit Card,11,Monthly,Yes,116,51,8,19,6,8,37,30,Desktop,1,4,10,No,71,2,Yes
494,59,Female,Kolkata,33,Active,Credit/Debit Card,15,Yearly,Yes,82,10,23,0,4,28,23,3,Mobile,5,4,5,No,223,4,No
495,31,Male,Mumbai,28,Active,Credit/Debit Card,8,Monthly,No,288,50,37,16,2,54,13,3,Mobile,5,2,9,No,201,1,No
496,45,Female,Pune,43,Cancelled,UPI,11,Monthly,Yes,42,15,24,2,9,46,46,29,Mobile,4,4,11,Yes,21,9,Yes
497,58,Male,Hyderabad,40,Active,UPI,11,Monthly,No,111,63,35,7,0,36,6,26,Tablet,2,3,1,No,463,15,No
498,38,Male,Mumbai,35,Active,Net Banking,2,Monthly,Yes,286,12,18,8,6,16,23,1,Mobile,5,4,6,Yes,372,6,Yes
499,46,Male,Pune,14,Active,Credit/Debit Card,0,Quarterly,Yes,95,18,10,5,4,27,7,23,Mobile,3,5,5,No,345,7,No
500,29,Female,Chennai,16,Active,UPI,10,Monthly,Yes,187,22,23,19,8,20,2,20,Mobile,3,4,6,No,152,11,No
501,52,Female,Chennai,59,Active,Net Banking,2,Quarterly,No,282,62,1,3,4,48,19,22,Desktop,3,4,13,No,401,11,Yes
502,28,Female,Mumbai,36,Active,UPI,8,Monthly,Yes,159,79,5,16,5,38,3,29,Desktop,4,5,9,Yes,218,5,Yes
503,29,Male,Pune,25,Active,UPI,10,Monthly,Yes,81,80,31,6,0,31,21,5,Mobile,4,2,6,No,465,13,Yes
504,27,Female,Pune,24,Active,Credit/Debit Card,3,Quarterly,No,282,74,37,19,9,20,7,28,Desktop,3,4,0,No,125,11,No
505,41,Male,Bangalore,26,Cancelled,Credit/Debit Card,10,Monthly,No,287,39,9,17,8,35,1,17,Mobile,1,3,2,Yes,49,15,Yes
506,31,Female,Pune,51,Active,UPI,1,Yearly,No,61,10,37,12,9,9,39,29,Mobile,2,3,14,No,179,1,No
507,18,Male,Mumbai,31,Active,UPI,11,Yearly,Yes,67,67,16,10,9,38,33,29,Mobile,3,5,5,Yes,390,1,No
508,56,Male,Pune,36,Active,UPI,4,Quarterly,No,241,49,22,12,1,28,46,9,Mobile,5,3,2,Yes,262,8,Yes
509,45,Male,Pune,39,Active,Net Banking,1,Yearly,No,279,64,33,6,10,36,11,6,Mobile,2,5,2,No,456,4,No
510,40,Female,Ahmedabad,30,Active,Credit/Debit Card,13,Yearly,No,238,70,23,6,5,36,31,30,Mobile,3,1,10,No,223,12,No
511,37,Female,Bangalore,59,Active,UPI,11,Yearly,No,206,38,18,4,1,30,35,27,Desktop,3,1,15,No,50,10,No
512,42,Female,Hyderabad,60,Active,UPI,10,Quarterly,No,205,53,24,1,4,25,18,0,Mobile,5,1,15,Yes,447,5,No
513,32,Female,Ahmedabad,56,Cancelled,Credit/Debit Card,3,Quarterly,No,196,67,13,14,1,45,14,18,Tablet,1,4,6,No,59,1,Yes
514,41,Male,Chennai,48,Active,Credit/Debit Card,13,Monthly,Yes,48,45,5,14,5,55,44,17,Mobile,5,2,0,Yes,248,8,Yes
515,35,Male,Hyderabad,58,Active,UPI,1,Yearly,No,242,12,17,17,4,32,36,23,Mobile,1,5,5,No,40,1,Yes
516,26,Male,Chennai,12,Active,UPI,10,Yearly,Yes,220,63,38,15,4,36,26,14,Mobile,1,4,6,No,238,8,Yes
517,50,Male,Kolkata,19,Active,Net Banking,9,Yearly,No,14,43,5,20,0,19,2,8,Desktop,4,2,15,No,462,0,Yes
518,46,Male,Chennai,2,Active,UPI,12,Quarterly,No,184,27,15,13,10,33,47,7,Mobile,1,1,4,No,94,13,No
519,43,Female,Ahmedabad,19,Active,Credit/Debit Card,8,Monthly,No,6,38,19,3,2,45,26,6,Mobile,2,3,12,Yes,13,7,No
520,47,Male,Kolkata,43,Active,UPI,7,Quarterly,No,185,30,9,19,4,45,49,5,Mobile,1,5,4,No,145,14,Yes
521,44,Male,Chennai,35,Cancelled,Credit/Debit Card,4,Monthly,Yes,265,31,12,7,10,31,24,29,Mobile,5,3,11,No,222,13,No
522,55,Male,Ahmedabad,17,Active,UPI,3,Monthly,Yes,261,71,30,6,2,39,15,24,Mobile,3,3,1,No,57,12,No
523,51,Male,Bangalore,19,Active,UPI,4,Monthly,Yes,116,29,31,13,9,32,31,14,Mobile,4,4,15,Yes,325,6,No
524,60,Male,Kolkata,37,Active,Credit/Debit Card,5,Quarterly,Yes,240,54,6,13,9,60,4,24,Mobile,5,0,6,No,67,6,Yes
525,41,Female,Hyderabad,17,Active,UPI,7,Quarterly,Yes,48,58,40,12,4,28,21,9,Desktop,2,4,2,Yes,243,15,Yes
526,28,Male,Chennai,22,Active,UPI,6,Monthly,No,67,68,37,12,5,18,38,25,Mobile,4,1,9,Yes,347,4,Yes
527,22,Female,Hyderabad,50,Active,UPI,1,Monthly,No,290,63,12,3,0,53,36,26,Mobile,4,0,5,No,414,6,No
528,54,Female,Ahmedabad,14,Active,UPI,6,Monthly,Yes,242,75,37,10,8,15,11,21,Desktop,1,4,4,Yes,251,5,Yes
529,30,Male,Mumbai,54,Cancelled,Net Banking,0,Monthly,Yes,280,30,15,3,7,48,4,9,Mobile,3,4,10,No,186,11,No
530,33,Female,Bangalore,58,Cancelled,UPI,3,Monthly,Yes,43,55,3,14,2,24,4,27,Mobile,1,4,5,Yes,252,10,No
531,46,Male,Ahmedabad,48,Active,Credit/Debit Card,8,Monthly,No,167,13,24,7,6,28,4,16,Mobile,3,2,4,Yes,180,3,No
532,39,Male,Chennai,33,Active,UPI,3,Yearly,No,170,52,18,17,7,59,18,5,Desktop,1,0,3,No,267,10,Yes
533,58,Male,Kolkata,57,Active,Credit/Debit Card,2,Monthly,Yes,17,28,31,12,1,38,33,7,Mobile,3,2,10,No,218,10,Yes
534,45,Female,Hyderabad,17,Active,UPI,15,Monthly,Yes,106,16,21,3,7,37,5,17,Tablet,3,3,5,Yes,40,2,No
535,43,Female,Mumbai,51,Cancelled,Credit/Debit Card,7,Monthly,No,128,43,37,15,9,33,39,23,Mobile,2,0,13,No,427,15,No
536,47,Female,Bangalore,60,Active,Credit/Debit Card,15,Yearly,No,180,46,24,8,3,28,28,3,Mobile,4,2,13,Yes,420,0,Yes
537,56,Male,Chennai,1,Active,UPI,7,Yearly,No,34,18,27,15,4,41,34,6,Mobile,2,5,3,Yes,226,5,Yes
538,27,Male,Pune,25,Active,UPI,3,Monthly,Yes,51,59,3,6,4,5,8,11,Mobile,4,2,14,Yes,149,8,No
539,22,Female,Pune,10,Cancelled,UPI,13,Quarterly,Yes,63,52,16,20,10,25,38,6,Mobile,1,3,14,No,318,4,Yes
540,38,Male,Kolkata,50,Active,UPI,6,Yearly,No,83,49,12,19,2,9,12,23,Mobile,3,1,1,No,307,4,No
541,21,Female,Hyderabad,47,Active,UPI,10,Monthly,Yes,287,24,3,9,9,15,9,14,Mobile,2,3,11,Yes,74,2,No
542,58,Male,Ahmedabad,56,Active,UPI,7,Monthly,Yes,46,53,18,1,9,23,6,5,Mobile,4,3,13,Yes,78,12,Yes
543,52,Male,Mumbai,45,Active,Credit/Debit Card,4,Monthly,Yes,8,53,9,13,3,17,16,2,Mobile,2,5,11,Yes,209,7,No
544,22,Male,Kolkata,33,Active,UPI,12,Monthly,No,33,50,7,16,10,14,31,7,Desktop,3,3,1,No,330,12,Yes
545,42,Male,Mumbai,37,Active,UPI,3,Monthly,No,29,78,40,20,1,55,11,25,Desktop,5,4,3,No,267,1,Yes
546,59,Male,Mumbai,12,Active,UPI,0,Monthly,No,179,44,15,5,5,40,27,26,Mobile,2,1,10,Yes,43,7,Yes
547,26,Female,Mumbai,18,Cancelled,UPI,15,Yearly,No,184,23,35,18,0,34,7,20,Mobile,1,5,8,No,337,9,No
548,58,Female,Pune,55,Active,Credit/Debit Card,13,Monthly,No,175,54,8,20,2,40,3,2,Tablet,5,5,6,No,303,8,No
549,18,Female,Hyderabad,35,Cancelled,UPI,0,Monthly,No,232,22,1,7,9,37,6,26,Mobile,4,4,6,Yes,17,1,Yes
550,54,Female,Bangalore,33,Active,UPI,15,Quarterly,Yes,229,16,18,10,7,24,39,18,Mobile,5,2,14,Yes,445,9,No
551,36,Female,Hyderabad,4,Cancelled,Credit/Debit Card,9,Monthly,Yes,51,24,25,10,0,53,38,8,Mobile,4,0,8,No,447,8,No
552,44,Female,Ahmedabad,52,Active,UPI,6,Yearly,No,254,64,33,13,0,57,21,11,Mobile,5,4,2,No,321,3,No
553,50,Female,Ahmedabad,24,Cancelled,Net Banking,10,Monthly,Yes,8,18,37,11,1,42,18,29,Mobile,5,5,11,Yes,258,8,No
554,41,Female,Bangalore,40,Active,UPI,2,Monthly,No,38,30,33,19,0,55,25,7,Desktop,4,3,10,No,406,8,No
555,34,Female,Chennai,41,Active,Credit/Debit Card,10,Yearly,Yes,225,23,5,18,8,21,20,19,Tablet,5,2,14,No,64,5,Yes
556,48,Female,Bangalore,9,Cancelled,UPI,7,Yearly,No,181,62,3,0,3,27,24,22,Mobile,4,2,13,Yes,306,6,No
557,54,Male,Hyderabad,14,Active,UPI,5,Monthly,Yes,271,80,3,12,0,24,13,6,Mobile,1,3,13,Yes,65,1,No
558,52,Female,Pune,50,Active,UPI,1,Monthly,No,190,54,1,6,2,21,2,14,Mobile,3,5,5,No,476,2,No
559,43,Female,Pune,32,Active,Net Banking,2,Quarterly,Yes,248,27,11,16,9,24,11,18,Mobile,5,5,9,No,355,3,No
560,41,Female,Chennai,4,Cancelled,UPI,11,Quarterly,No,20,65,39,16,7,53,6,19,Mobile,2,0,10,Yes,259,4,Yes
561,57,Male,Mumbai,42,Active,Credit/Debit Card,12,Yearly,No,63,77,27,12,1,47,21,22,Mobile,5,5,12,No,81,11,No
562,44,Female,Hyderabad,20,Active,Net Banking,13,Monthly,No,245,30,26,18,3,18,32,3,Mobile,2,5,4,Yes,377,14,Yes
563,32,Female,Bangalore,50,Active,Credit/Debit Card,13,Monthly,No,135,40,23,2,5,53,38,13,Mobile,1,0,7,Yes,292,4,Yes
564,30,Female,Bangalore,12,Active,UPI,5,Monthly,Yes,42,38,8,0,7,22,49,24,Mobile,3,5,14,Yes,446,3,No
565,30,Male,Ahmedabad,5,Active,UPI,8,Yearly,No,118,11,37,2,9,27,38,24,Mobile,4,0,15,No,406,12,Yes
566,30,Male,Mumbai,14,Active,Credit/Debit Card,2,Monthly,No,42,80,11,15,3,25,6,8,Mobile,4,0,10,No,192,8,No
567,41,Female,Mumbai,15,Active,Net Banking,4,Quarterly,No,254,7,5,12,1,59,50,16,Mobile,1,3,6,Yes,246,2,Yes
568,46,Female,Pune,17,Active,UPI,6,Monthly,No,109,53,40,1,1,29,7,19,Mobile,1,5,3,No,486,0,Yes
